/usr/local/miniconda3/lib/python3.8/site-packages/diffusers/models/lora.py:208: FutureWarning: `LoRALinearLayer` is deprecated and will be removed in version 1.0.0. Use of `LoRALinearLayer` is deprecated. Please switch to PEFT backend by installing PEFT: `pip install peft`.
  deprecate("LoRALinearLayer", "1.0.0", deprecation_message)
Successfully loaded weights from checkpoint /hy-tmp/models/IP-Adapter/sdxl_models/ip-adapter-plus_sdxl_vit-h.bin
len train_dataset:  2125
/usr/local/miniconda3/lib/python3.8/site-packages/diffusers/configuration_utils.py:140: FutureWarning: Accessing config attribute `num_train_timesteps` directly via 'DDPMScheduler' object attribute is deprecated. Please access 'num_train_timesteps' over 'DDPMScheduler's config object instead, e.g. 'scheduler.config.num_train_timesteps'.
  deprecate("direct config name access", "1.0.0", deprecation_message, standard_warn=False)
Epoch 14, global_step 7721, time: 0.4539848454296589s, step_loss: 0.26816463470458984
Epoch 14, global_step 7722, time: 0.4561958312988281s, step_loss: 0.04275224730372429
Epoch 14, global_step 7723, time: 0.45099081099033356s, step_loss: 0.291786253452301
Epoch 14, global_step 7724, time: 0.4488650970160961s, step_loss: 0.199944406747818
Epoch 14, global_step 7725, time: 0.4542265944182873s, step_loss: 0.10744690150022507
Epoch 14, global_step 7726, time: 0.46557923406362534s, step_loss: 0.22769847512245178
Epoch 14, global_step 7727, time: 0.45154066756367683s, step_loss: 0.28811755776405334
Epoch 14, global_step 7728, time: 0.45136505365371704s, step_loss: 0.14824941754341125
Epoch 14, global_step 7729, time: 0.45819467306137085s, step_loss: 0.13423237204551697
Epoch 14, global_step 7730, time: 0.4509447477757931s, step_loss: 0.2869768738746643
Epoch 14, global_step 7731, time: 0.45386940613389015s, step_loss: 0.1794072985649109
Epoch 14, global_step 7732, time: 0.4515107683837414s, step_loss: 0.32547032833099365
Epoch 14, global_step 7733, time: 0.460812333971262s, step_loss: 0.03223888948559761
Epoch 14, global_step 7734, time: 0.4575475789606571s, step_loss: 0.060762085020542145
Epoch 14, global_step 7735, time: 0.46107853949069977s, step_loss: 0.22475272417068481
Epoch 14, global_step 7736, time: 0.44999488443136215s, step_loss: 0.3092193603515625
Epoch 14, global_step 7737, time: 0.45099225640296936s, step_loss: 0.06421510130167007
Epoch 14, global_step 7738, time: 0.454787727445364s, step_loss: 0.11142890155315399
Epoch 14, global_step 7739, time: 0.44602668657898903s, step_loss: 0.18761411309242249
Epoch 14, global_step 7740, time: 0.45519690588116646s, step_loss: 0.08199361711740494
Epoch 14, global_step 7741, time: 0.45309334993362427s, step_loss: 0.05383793264627457
Epoch 14, global_step 7742, time: 0.45869628712534904s, step_loss: 0.30763939023017883
Epoch 14, global_step 7743, time: 0.4476359747350216s, step_loss: 0.2816261947154999
Epoch 14, global_step 7744, time: 0.4632575400173664s, step_loss: 0.30842533707618713
Epoch 14, global_step 7745, time: 0.45489393547177315s, step_loss: 0.002723660785704851
Epoch 14, global_step 7746, time: 0.45206767320632935s, step_loss: 0.1645543873310089
Epoch 14, global_step 7747, time: 0.45102692395448685s, step_loss: 0.26534098386764526
Epoch 14, global_step 7748, time: 0.44936246797442436s, step_loss: 0.1686473786830902
Epoch 14, global_step 7749, time: 0.4571492150425911s, step_loss: 0.07533640414476395
Epoch 14, global_step 7750, time: 0.45457110553979874s, step_loss: 0.004098198376595974
Epoch 14, global_step 7751, time: 0.44624997302889824s, step_loss: 0.13995882868766785
Epoch 14, global_step 7752, time: 0.4407101795077324s, step_loss: 0.0025078020989894867
Epoch 14, global_step 7753, time: 0.44879981130361557s, step_loss: 0.027812300249934196
Epoch 14, global_step 7754, time: 0.45143425464630127s, step_loss: 0.22574377059936523
Epoch 14, global_step 7755, time: 0.4584481082856655s, step_loss: 0.06854806840419769
Epoch 14, global_step 7756, time: 0.4482267536222935s, step_loss: 0.22676962614059448
Epoch 14, global_step 7757, time: 0.45055393129587173s, step_loss: 0.01571068726480007
Epoch 14, global_step 7758, time: 0.4527619108557701s, step_loss: 0.2601412832736969
Epoch 14, global_step 7759, time: 0.4547562897205353s, step_loss: 0.2615211009979248
Epoch 14, global_step 7760, time: 0.4558774158358574s, step_loss: 0.2632330656051636
Epoch 14, global_step 7761, time: 0.4471281059086323s, step_loss: 0.04770856350660324
Epoch 14, global_step 7762, time: 0.44684380665421486s, step_loss: 0.0025934134609997272
Epoch 14, global_step 7763, time: 0.45014356076717377s, step_loss: 0.013257484883069992
Epoch 14, global_step 7764, time: 0.4506067708134651s, step_loss: 0.04282383993268013
Epoch 14, global_step 7765, time: 0.4529111422598362s, step_loss: 0.005862242076545954
Epoch 14, global_step 7766, time: 0.4478839263319969s, step_loss: 0.04186740517616272
Epoch 14, global_step 7767, time: 0.45939721912145615s, step_loss: 0.15594223141670227
Epoch 14, global_step 7768, time: 0.4528694897890091s, step_loss: 0.01514112763106823
Epoch 14, global_step 7769, time: 0.45286964625120163s, step_loss: 0.2331886738538742
Epoch 14, global_step 7770, time: 0.45136774703860283s, step_loss: 0.19741494953632355
Epoch 14, global_step 7771, time: 0.451066467911005s, step_loss: 0.036702148616313934
Epoch 14, global_step 7772, time: 0.447948332875967s, step_loss: 0.15157516300678253
Epoch 14, global_step 7773, time: 0.4548070952296257s, step_loss: 0.020737752318382263
Epoch 14, global_step 7774, time: 0.4476335272192955s, step_loss: 0.11557348072528839
Epoch 14, global_step 7775, time: 0.45372383296489716s, step_loss: 0.014541372656822205
Epoch 14, global_step 7776, time: 0.4556708596646786s, step_loss: 0.08544407784938812
Epoch 14, global_step 7777, time: 0.45225726440548897s, step_loss: 0.21391834318637848
Epoch 14, global_step 7778, time: 0.4447524882853031s, step_loss: 0.2914103865623474
Epoch 14, global_step 7779, time: 0.4517909996211529s, step_loss: 0.06886881589889526
Epoch 14, global_step 7780, time: 0.4628841280937195s, step_loss: 0.048502396792173386
Epoch 14, global_step 7781, time: 0.4602096676826477s, step_loss: 0.10735639929771423
Epoch 14, global_step 7782, time: 0.4612639956176281s, step_loss: 0.12784625589847565
Epoch 14, global_step 7783, time: 0.4560084119439125s, step_loss: 0.25565582513809204
Epoch 14, global_step 7784, time: 0.4428910091519356s, step_loss: 0.01068609207868576
Epoch 14, global_step 7785, time: 0.456916157156229s, step_loss: 0.13825513422489166
Epoch 14, global_step 7786, time: 0.4517235495150089s, step_loss: 0.294353187084198
Epoch 14, global_step 7787, time: 0.4445512816309929s, step_loss: 0.4229336977005005
Epoch 14, global_step 7788, time: 0.4529157057404518s, step_loss: 0.07531341165304184
Epoch 14, global_step 7789, time: 0.45081752166152s, step_loss: 0.05514848977327347
Epoch 14, global_step 7790, time: 0.4466816335916519s, step_loss: 0.1655702292919159
Epoch 14, global_step 7791, time: 0.45420577749609947s, step_loss: 0.16852040588855743
Epoch 14, global_step 7792, time: 0.4529576487839222s, step_loss: 0.0033084482420235872
Epoch 14, global_step 7793, time: 0.4526096172630787s, step_loss: 0.014768331311643124
Epoch 14, global_step 7794, time: 0.4572144187986851s, step_loss: 0.0109912920743227
Epoch 14, global_step 7795, time: 0.45797300711274147s, step_loss: 0.052195001393556595
Epoch 14, global_step 7796, time: 0.4630579315125942s, step_loss: 0.29425644874572754
Epoch 14, global_step 7797, time: 0.448913149535656s, step_loss: 0.05085966736078262
Epoch 14, global_step 7798, time: 0.4482877440750599s, step_loss: 0.4382481575012207
Epoch 14, global_step 7799, time: 0.45821739360690117s, step_loss: 0.005355833098292351
Epoch 14, global_step 7800, time: 0.44865086302161217s, step_loss: 0.26196712255477905
Epoch 14, global_step 7801, time: 0.46222540363669395s, step_loss: 0.18809059262275696
Epoch 14, global_step 7802, time: 0.4614313170313835s, step_loss: 0.09939667582511902
Epoch 14, global_step 7803, time: 0.4622136056423187s, step_loss: 0.21774862706661224
Epoch 14, global_step 7804, time: 0.4599950574338436s, step_loss: 0.29129835963249207
Epoch 14, global_step 7805, time: 0.4552410803735256s, step_loss: 0.29830169677734375
Epoch 14, global_step 7806, time: 0.44942500814795494s, step_loss: 0.0038678771816194057
Epoch 14, global_step 7807, time: 0.4600946232676506s, step_loss: 0.005586675368249416
Epoch 14, global_step 7808, time: 0.45811833441257477s, step_loss: 0.2430284172296524
Epoch 14, global_step 7809, time: 0.4597264863550663s, step_loss: 0.21747669577598572
Epoch 14, global_step 7810, time: 0.45694277435541153s, step_loss: 0.009137863293290138
Epoch 14, global_step 7811, time: 0.45511944591999054s, step_loss: 0.019559739157557487
Epoch 14, global_step 7812, time: 0.45348912477493286s, step_loss: 0.2411230057477951
Epoch 14, global_step 7813, time: 0.46261851489543915s, step_loss: 0.29524651169776917
Epoch 14, global_step 7814, time: 0.4535951316356659s, step_loss: 0.0998072475194931
Epoch 14, global_step 7815, time: 0.45330267772078514s, step_loss: 0.31996601819992065
Epoch 14, global_step 7816, time: 0.4539320766925812s, step_loss: 0.1606048047542572
Epoch 14, global_step 7817, time: 0.45761581510305405s, step_loss: 0.09138166904449463
Epoch 14, global_step 7818, time: 0.44946470484137535s, step_loss: 0.16657140851020813
Epoch 14, global_step 7819, time: 0.4495168998837471s, step_loss: 0.03904860466718674
Epoch 14, global_step 7820, time: 0.45037052407860756s, step_loss: 0.011059615761041641
Epoch 14, global_step 7821, time: 0.45195866376161575s, step_loss: 0.010512720793485641
Epoch 14, global_step 7822, time: 0.4632946699857712s, step_loss: 0.016594761982560158
Epoch 14, global_step 7823, time: 0.4569181613624096s, step_loss: 0.23803329467773438
Epoch 14, global_step 7824, time: 0.4493789039552212s, step_loss: 0.07171303778886795
Epoch 14, global_step 7825, time: 0.4515954330563545s, step_loss: 0.27858009934425354
Epoch 14, global_step 7826, time: 0.46260829269886017s, step_loss: 0.3092423677444458
Epoch 14, global_step 7827, time: 0.4529140703380108s, step_loss: 0.27465882897377014
Epoch 14, global_step 7828, time: 0.45794204622507095s, step_loss: 0.2477492094039917
Epoch 14, global_step 7829, time: 0.4476471282541752s, step_loss: 0.0791187658905983
Epoch 14, global_step 7830, time: 0.4509347975254059s, step_loss: 0.31742581725120544
Epoch 14, global_step 7831, time: 0.45651476085186005s, step_loss: 0.24992620944976807
Epoch 14, global_step 7832, time: 0.4575101472437382s, step_loss: 0.16645021736621857
Epoch 14, global_step 7833, time: 0.45114072412252426s, step_loss: 0.08169662952423096
Epoch 14, global_step 7834, time: 0.47084760293364525s, step_loss: 0.23600950837135315
Epoch 14, global_step 7835, time: 0.45629730448126793s, step_loss: 0.014013825915753841
Epoch 14, global_step 7836, time: 0.45216310024261475s, step_loss: 0.06084495782852173
Epoch 14, global_step 7837, time: 0.4549836963415146s, step_loss: 0.09463489055633545
Epoch 14, global_step 7838, time: 0.45825716480612755s, step_loss: 0.1718362718820572
Epoch 14, global_step 7839, time: 0.4515395611524582s, step_loss: 0.19860848784446716
Epoch 14, global_step 7840, time: 0.4546091668307781s, step_loss: 0.12358725816011429
Epoch 14, global_step 7841, time: 0.456777460873127s, step_loss: 0.09629417955875397
Epoch 14, global_step 7842, time: 0.45879505574703217s, step_loss: 0.25713950395584106
Epoch 14, global_step 7843, time: 0.45140986889600754s, step_loss: 0.051951393485069275
Epoch 14, global_step 7844, time: 0.4563392587006092s, step_loss: 0.26895320415496826
Epoch 14, global_step 7845, time: 0.4431447759270668s, step_loss: 0.2933202087879181
Epoch 14, global_step 7846, time: 0.45266682654619217s, step_loss: 0.09419919550418854
Epoch 14, global_step 7847, time: 0.4499054402112961s, step_loss: 0.16062630712985992
Epoch 14, global_step 7848, time: 0.4516505300998688s, step_loss: 0.013661228120326996
Epoch 14, global_step 7849, time: 0.454248134046793s, step_loss: 0.36577680706977844
Epoch 14, global_step 7850, time: 0.4634440466761589s, step_loss: 0.0030448283068835735
Epoch 14, global_step 7851, time: 0.4529143497347832s, step_loss: 0.1202123612165451
Epoch 14, global_step 7852, time: 0.45400219038128853s, step_loss: 0.3022432327270508
Epoch 14, global_step 7853, time: 0.4550316371023655s, step_loss: 0.25928783416748047
Epoch 14, global_step 7854, time: 0.4577830508351326s, step_loss: 0.2137351632118225
Epoch 14, global_step 7855, time: 0.4620235562324524s, step_loss: 0.19626787304878235
Epoch 14, global_step 7856, time: 0.449829813092947s, step_loss: 0.0030252733267843723
Epoch 14, global_step 7857, time: 0.4468022473156452s, step_loss: 0.17329977452754974
Epoch 14, global_step 7858, time: 0.46154192090034485s, step_loss: 0.2667105495929718
Epoch 14, global_step 7859, time: 0.45570653304457664s, step_loss: 0.03178470581769943
Epoch 14, global_step 7860, time: 0.45910366624593735s, step_loss: 0.19062937796115875
Epoch 14, global_step 7861, time: 0.45471927896142006s, step_loss: 0.007194267585873604
Epoch 14, global_step 7862, time: 0.45964082702994347s, step_loss: 0.029298916459083557
Epoch 14, global_step 7863, time: 0.45104457437992096s, step_loss: 0.29294607043266296
Epoch 14, global_step 7864, time: 0.45024850219488144s, step_loss: 0.22476394474506378
Epoch 14, global_step 7865, time: 0.4526476003229618s, step_loss: 0.015891890972852707
Epoch 14, global_step 7866, time: 0.4472143352031708s, step_loss: 0.057031985372304916
Epoch 14, global_step 7867, time: 0.45849349722266197s, step_loss: 0.30491089820861816
Epoch 14, global_step 7868, time: 0.46782293170690536s, step_loss: 0.1543501615524292
Epoch 14, global_step 7869, time: 0.4603576511144638s, step_loss: 0.03648178279399872
Epoch 14, global_step 7870, time: 0.45973682031035423s, step_loss: 0.008072697557508945
Epoch 14, global_step 7871, time: 0.4514305740594864s, step_loss: 0.2075881063938141
Epoch 14, global_step 7872, time: 0.4474039822816849s, step_loss: 0.3044392466545105
Epoch 14, global_step 7873, time: 0.46103039383888245s, step_loss: 0.028719311580061913
Epoch 14, global_step 7874, time: 0.4538586251437664s, step_loss: 0.13612988591194153
Epoch 14, global_step 7875, time: 0.4484671391546726s, step_loss: 0.00618808763101697
Epoch 14, global_step 7876, time: 0.4526951164007187s, step_loss: 0.010039393790066242
Epoch 14, global_step 7877, time: 0.4594361260533333s, step_loss: 0.1776953935623169
Epoch 14, global_step 7878, time: 0.46077078208327293s, step_loss: 0.07692264020442963
Epoch 14, global_step 7879, time: 0.45859307423233986s, step_loss: 0.028171177953481674
Epoch 14, global_step 7880, time: 0.4558744467794895s, step_loss: 0.02551865577697754
Epoch 14, global_step 7881, time: 0.46311888471245766s, step_loss: 0.00731404684484005
Epoch 14, global_step 7882, time: 0.45497194677591324s, step_loss: 0.011613700538873672
Epoch 14, global_step 7883, time: 0.4573894143104553s, step_loss: 0.003207758069038391
Epoch 14, global_step 7884, time: 0.451761644333601s, step_loss: 0.29411399364471436
Epoch 14, global_step 7885, time: 0.45612435042858124s, step_loss: 0.03293601796030998
Epoch 14, global_step 7886, time: 0.45384470000863075s, step_loss: 0.07931500673294067
Epoch 14, global_step 7887, time: 0.4539940245449543s, step_loss: 0.06160036474466324
Epoch 14, global_step 7888, time: 0.4552489072084427s, step_loss: 0.33614856004714966
Epoch 14, global_step 7889, time: 0.4635348804295063s, step_loss: 0.007348999381065369
Epoch 14, global_step 7890, time: 0.44619033113121986s, step_loss: 0.28316009044647217
Epoch 14, global_step 7891, time: 0.44982360303401947s, step_loss: 0.025864776223897934
Epoch 14, global_step 7892, time: 0.447907280176878s, step_loss: 0.25345712900161743
Epoch 14, global_step 7893, time: 0.4528076574206352s, step_loss: 0.004903968423604965
Epoch 14, global_step 7894, time: 0.45140521973371506s, step_loss: 0.01566687598824501
Epoch 14, global_step 7895, time: 0.45570624247193336s, step_loss: 0.23827694356441498
Epoch 14, global_step 7896, time: 0.45684902742505074s, step_loss: 0.08904876559972763
Epoch 14, global_step 7897, time: 0.454147607088089s, step_loss: 0.09412658214569092
Epoch 14, global_step 7898, time: 0.4455651342868805s, step_loss: 0.3804718255996704
Epoch 14, global_step 7899, time: 0.4606923274695873s, step_loss: 0.008814260363578796
Epoch 14, global_step 7900, time: 0.46249357238411903s, step_loss: 0.02921983227133751
Epoch 14, global_step 7901, time: 0.4537312351167202s, step_loss: 0.048655711114406586
Epoch 14, global_step 7902, time: 0.4604555405676365s, step_loss: 0.07295744121074677
Epoch 14, global_step 7903, time: 0.451324000954628s, step_loss: 0.19752168655395508
Epoch 14, global_step 7904, time: 0.4502495601773262s, step_loss: 0.007092577405273914
Epoch 14, global_step 7905, time: 0.44202061370015144s, step_loss: 0.24540457129478455
Epoch 14, global_step 7906, time: 0.451007854193449s, step_loss: 0.2929931879043579
Epoch 14, global_step 7907, time: 0.45471739023923874s, step_loss: 0.1474027782678604
Epoch 14, global_step 7908, time: 0.4534217640757561s, step_loss: 0.09408064931631088
Epoch 14, global_step 7909, time: 0.4533364772796631s, step_loss: 0.07882417738437653
Epoch 14, global_step 7910, time: 0.44418879598379135s, step_loss: 0.257223904132843
Epoch 14, global_step 7911, time: 0.45345228910446167s, step_loss: 0.007827706634998322
Epoch 14, global_step 7912, time: 0.46037232875823975s, step_loss: 0.058406297117471695
Epoch 14, global_step 7913, time: 0.459937185049057s, step_loss: 0.006602359004318714
Epoch 14, global_step 7914, time: 0.4447230286896229s, step_loss: 0.025457272306084633
Epoch 14, global_step 7915, time: 0.45393048971891403s, step_loss: 0.24941232800483704
Epoch 14, global_step 7916, time: 0.4620242565870285s, step_loss: 0.2916930317878723
Epoch 14, global_step 7917, time: 0.45072994381189346s, step_loss: 0.01371107716113329
Epoch 14, global_step 7918, time: 0.446857325732708s, step_loss: 0.23738135397434235
Epoch 14, global_step 7919, time: 0.4518307261168957s, step_loss: 0.29525160789489746
Epoch 14, global_step 7920, time: 0.4564038924872875s, step_loss: 0.006358996499329805
Epoch 14, global_step 7921, time: 0.4529351629316807s, step_loss: 0.23490235209465027
Epoch 14, global_step 7922, time: 0.45624591782689095s, step_loss: 0.3053068220615387
Epoch 14, global_step 7923, time: 0.45326534286141396s, step_loss: 0.18717271089553833
Epoch 14, global_step 7924, time: 0.45642242580652237s, step_loss: 0.019195573404431343
Epoch 14, global_step 7925, time: 0.45100242644548416s, step_loss: 0.1538422554731369
Epoch 14, global_step 7926, time: 0.4591861851513386s, step_loss: 0.20505617558956146
Epoch 14, global_step 7927, time: 0.45189258083701134s, step_loss: 0.06652943789958954
Epoch 14, global_step 7928, time: 0.4535984396934509s, step_loss: 0.07443629205226898
Epoch 14, global_step 7929, time: 0.44872987270355225s, step_loss: 0.006558295339345932
Epoch 14, global_step 7930, time: 0.4453992694616318s, step_loss: 0.004407034255564213
Epoch 14, global_step 7931, time: 0.44652391597628593s, step_loss: 0.19603632390499115
Epoch 14, global_step 7932, time: 0.45341452583670616s, step_loss: 0.021644674241542816
Epoch 14, global_step 7933, time: 0.4600829929113388s, step_loss: 0.006472696550190449
Epoch 14, global_step 7934, time: 0.4626791328191757s, step_loss: 0.016734985634684563
Epoch 14, global_step 7935, time: 0.46198778972029686s, step_loss: 0.20809555053710938
Epoch 14, global_step 7936, time: 0.46634765714406967s, step_loss: 0.12425421923398972
Epoch 14, global_step 7937, time: 0.46305159479379654s, step_loss: 0.16595733165740967
Epoch 14, global_step 7938, time: 0.4588731862604618s, step_loss: 0.05572890490293503
Epoch 14, global_step 7939, time: 0.4716760106384754s, step_loss: 0.26349368691444397
Epoch 14, global_step 7940, time: 0.4504598565399647s, step_loss: 0.07190598547458649
Epoch 14, global_step 7941, time: 0.4508284814655781s, step_loss: 0.012283595278859138
Epoch 14, global_step 7942, time: 0.46267178654670715s, step_loss: 0.08977887034416199
Epoch 14, global_step 7943, time: 0.4596758149564266s, step_loss: 0.2501014471054077
Epoch 14, global_step 7944, time: 0.461283914744854s, step_loss: 0.011764866299927235
Epoch 14, global_step 7945, time: 0.462673831731081s, step_loss: 0.1879042685031891
Epoch 14, global_step 7946, time: 0.4573168307542801s, step_loss: 0.12941795587539673
Epoch 14, global_step 7947, time: 0.4566016010940075s, step_loss: 0.24149444699287415
Epoch 14, global_step 7948, time: 0.4508897550404072s, step_loss: 0.004496511071920395
Epoch 14, global_step 7949, time: 0.456176046282053s, step_loss: 0.23672190308570862
Epoch 14, global_step 7950, time: 0.46542124077677727s, step_loss: 0.05395663157105446
Epoch 14, global_step 7951, time: 0.46637676656246185s, step_loss: 0.004135102033615112
Epoch 14, global_step 7952, time: 0.4604557119309902s, step_loss: 0.24816542863845825
Epoch 14, global_step 7953, time: 0.45189692080020905s, step_loss: 0.07724035531282425
Epoch 14, global_step 7954, time: 0.4514330290257931s, step_loss: 0.2191283404827118
Epoch 14, global_step 7955, time: 0.4494398273527622s, step_loss: 0.08546087145805359
Epoch 14, global_step 7956, time: 0.4563338942825794s, step_loss: 0.10528643429279327
Epoch 14, global_step 7957, time: 0.4595221243798733s, step_loss: 0.03651634603738785
Epoch 14, global_step 7958, time: 0.46072253212332726s, step_loss: 0.02881517820060253
Epoch 14, global_step 7959, time: 0.45705845579504967s, step_loss: 0.04532601311802864
Epoch 14, global_step 7960, time: 0.4622575417160988s, step_loss: 0.0030626929365098476
Epoch 14, global_step 7961, time: 0.45983944460749626s, step_loss: 0.010891184210777283
Epoch 14, global_step 7962, time: 0.4620595872402191s, step_loss: 0.008126577362418175
Epoch 14, global_step 7963, time: 0.4567555747926235s, step_loss: 0.22024020552635193
Epoch 14, global_step 7964, time: 0.45049652829766273s, step_loss: 0.12086206674575806
Epoch 14, global_step 7965, time: 0.45477310195565224s, step_loss: 0.3387031555175781
Epoch 14, global_step 7966, time: 0.4474801979959011s, step_loss: 0.1697101891040802
Epoch 14, global_step 7967, time: 0.4558740146458149s, step_loss: 0.163634791970253
Epoch 14, global_step 7968, time: 0.4583918862044811s, step_loss: 0.035175736993551254
Epoch 14, global_step 7969, time: 0.4595869444310665s, step_loss: 0.24010932445526123
Epoch 14, global_step 7970, time: 0.4513452649116516s, step_loss: 0.0066219838336110115
Epoch 14, global_step 7971, time: 0.4616847038269043s, step_loss: 0.016294971108436584
Epoch 14, global_step 7972, time: 0.44649455696344376s, step_loss: 0.12882846593856812
Epoch 14, global_step 7973, time: 0.4461028315126896s, step_loss: 0.05868731811642647
Epoch 14, global_step 7974, time: 0.4448746629059315s, step_loss: 0.2545199394226074
Epoch 14, global_step 7975, time: 0.45605990663170815s, step_loss: 0.006233828142285347
Epoch 14, global_step 7976, time: 0.44934362173080444s, step_loss: 0.1469077169895172
Epoch 14, global_step 7977, time: 0.4536139741539955s, step_loss: 0.13861779868602753
Epoch 14, global_step 7978, time: 0.45871857553720474s, step_loss: 0.24216479063034058
Epoch 14, global_step 7979, time: 0.44459424167871475s, step_loss: 0.24953699111938477
Epoch 15, global_step 7980, time: 0.4544238932430744s, step_loss: 0.15673083066940308
Epoch 15, global_step 7981, time: 0.453972265124321s, step_loss: 0.2021777480840683
Epoch 15, global_step 7982, time: 0.45466507598757744s, step_loss: 0.29344606399536133
Epoch 15, global_step 7983, time: 0.4510291703045368s, step_loss: 0.25868451595306396
Epoch 15, global_step 7984, time: 0.4497670792043209s, step_loss: 0.2504171133041382
Epoch 15, global_step 7985, time: 0.45830298215150833s, step_loss: 0.2870057225227356
Epoch 15, global_step 7986, time: 0.4440026096999645s, step_loss: 0.2861317992210388
Epoch 15, global_step 7987, time: 0.4481532536447048s, step_loss: 0.27962779998779297
Epoch 15, global_step 7988, time: 0.4537396542727947s, step_loss: 0.1576479822397232
Epoch 15, global_step 7989, time: 0.4589398391544819s, step_loss: 0.04973866045475006
Epoch 15, global_step 7990, time: 0.4591354578733444s, step_loss: 0.27050846815109253
Epoch 15, global_step 7991, time: 0.4494946636259556s, step_loss: 0.19954895973205566
Epoch 15, global_step 7992, time: 0.4479694366455078s, step_loss: 0.20593391358852386
Epoch 15, global_step 7993, time: 0.4482090473175049s, step_loss: 0.24441832304000854
Epoch 15, global_step 7994, time: 0.44594423845410347s, step_loss: 0.34949690103530884
Epoch 15, global_step 7995, time: 0.45110124722123146s, step_loss: 0.25215721130371094
Epoch 15, global_step 7996, time: 0.4493354968726635s, step_loss: 0.17073658108711243
Epoch 15, global_step 7997, time: 0.4567420482635498s, step_loss: 0.2303740680217743
Epoch 15, global_step 7998, time: 0.44808410853147507s, step_loss: 0.008073464967310429
Epoch 15, global_step 7999, time: 0.44825029373168945s, step_loss: 0.0234549380838871
Epoch 15, global_step 8000, time: 0.44239139184355736s, step_loss: 0.051466964185237885
Epoch 15, global_step 8001, time: 0.45514124631881714s, step_loss: 0.2990646958351135
Epoch 15, global_step 8002, time: 0.4619743041694164s, step_loss: 0.00898030772805214
Epoch 15, global_step 8003, time: 0.4580703414976597s, step_loss: 0.0700714960694313
Epoch 15, global_step 8004, time: 0.4685506112873554s, step_loss: 0.045479580760002136
Epoch 15, global_step 8005, time: 0.445195484906435s, step_loss: 0.16062970459461212
Epoch 15, global_step 8006, time: 0.44918592274188995s, step_loss: 0.3216993808746338
Epoch 15, global_step 8007, time: 0.4511861279606819s, step_loss: 0.2952999472618103
Epoch 15, global_step 8008, time: 0.44526104256510735s, step_loss: 0.0956089049577713
Epoch 15, global_step 8009, time: 0.4563494510948658s, step_loss: 0.2542323172092438
Epoch 15, global_step 8010, time: 0.45675797760486603s, step_loss: 0.029967710375785828
Epoch 15, global_step 8011, time: 0.4478837735950947s, step_loss: 0.04512874782085419
Epoch 15, global_step 8012, time: 0.4468384310603142s, step_loss: 0.05945979431271553
Epoch 15, global_step 8013, time: 0.4530327692627907s, step_loss: 0.22235488891601562
Epoch 15, global_step 8014, time: 0.4507373087108135s, step_loss: 0.21490827202796936
Epoch 15, global_step 8015, time: 0.4459000788629055s, step_loss: 0.0260159932076931
Epoch 15, global_step 8016, time: 0.46248122304677963s, step_loss: 0.151901513338089
Epoch 15, global_step 8017, time: 0.45117203891277313s, step_loss: 0.002919919788837433
Epoch 15, global_step 8018, time: 0.4467572048306465s, step_loss: 0.29671192169189453
Epoch 15, global_step 8019, time: 0.46045753359794617s, step_loss: 0.3012487292289734
Epoch 15, global_step 8020, time: 0.4575374387204647s, step_loss: 0.1760295033454895
Epoch 15, global_step 8021, time: 0.4527776949107647s, step_loss: 0.18458591401576996
Epoch 15, global_step 8022, time: 0.45561954379081726s, step_loss: 0.027822954580187798
Epoch 15, global_step 8023, time: 0.45911364257335663s, step_loss: 0.004340866580605507
Epoch 15, global_step 8024, time: 0.4443274736404419s, step_loss: 0.30642595887184143
Epoch 15, global_step 8025, time: 0.446671761572361s, step_loss: 0.3430079221725464
Epoch 15, global_step 8026, time: 0.4596538171172142s, step_loss: 0.055238813161849976
Epoch 15, global_step 8027, time: 0.44330984726548195s, step_loss: 0.013275139033794403
Epoch 15, global_step 8028, time: 0.44773436710238457s, step_loss: 0.013627325184643269
Epoch 15, global_step 8029, time: 0.4618891626596451s, step_loss: 0.31496164202690125
Epoch 15, global_step 8030, time: 0.4550306908786297s, step_loss: 0.3061442971229553
Epoch 15, global_step 8031, time: 0.45032549276947975s, step_loss: 0.20237232744693756
Epoch 15, global_step 8032, time: 0.444215290248394s, step_loss: 0.02484917640686035
Epoch 15, global_step 8033, time: 0.44715580716729164s, step_loss: 0.14813822507858276
Epoch 15, global_step 8034, time: 0.45737509801983833s, step_loss: 0.0814923495054245
Epoch 15, global_step 8035, time: 0.44780001789331436s, step_loss: 0.3126450479030609
Epoch 15, global_step 8036, time: 0.4470547027885914s, step_loss: 0.27927136421203613
Epoch 15, global_step 8037, time: 0.4548477344214916s, step_loss: 0.27898797392845154
Epoch 15, global_step 8038, time: 0.453774381428957s, step_loss: 0.2377590835094452
Epoch 15, global_step 8039, time: 0.45034879446029663s, step_loss: 0.07387995719909668
Epoch 15, global_step 8040, time: 0.4573730565607548s, step_loss: 0.14988014101982117
Epoch 15, global_step 8041, time: 0.45393509045243263s, step_loss: 0.056098371744155884
Epoch 15, global_step 8042, time: 0.4542796351015568s, step_loss: 0.2672373056411743
Epoch 15, global_step 8043, time: 0.45522230863571167s, step_loss: 0.0524941049516201
Epoch 15, global_step 8044, time: 0.45657622069120407s, step_loss: 0.12398575246334076
